Age,country_0,country_1,country_2,country_3,country_4,residence,entryEXAM,prevEducation,studyHOURS,Python,DB,Programming Average,isAdult,gender_F,gender_M
0.17443106610136286,0,0,0,1,1,0,-1.3289742128347957,1,1,-1.651627044282466,-0.6776407801967362,-0.7896062147720361,1,1,0
0.36908602392462303,0,0,0,1,1,0,0.19835436012459617,2,2,0.15998666525813077,-0.02762748367732996,0.16728945228221045,1,0,1
0.5637409817478832,0,0,0,1,1,0,0.5649132176348503,2,2,0.15998666525813077,1.2723991093614826,0.9769704013281113,1,1,0
0.8557234184827736,0,0,0,0,1,0,0.0761680742878448,1,2,0.03921241795542431,0.5632936949766757,0.4985225678009881,1,0,1
1.0503783763060337,0,0,0,0,1,0,-0.04601821154890655,1,2,0.6430836544689565,-1.4458383124469436,-0.5687841377595176,1,0,1
3.483565349096786,0,0,0,0,1,0,-2.856302785794188,4,0,0.15998666525813077,-1.6231146660431452,-2.666593869378443,1,1,0
-1.1881536386614586,0,0,0,0,1,2,-0.534763354895912,0,2,0.15998666525813077,0.031464634188070606,0.20409313178429686,0,0,1
-0.9934986808381984,0,0,0,0,1,2,1.2980309326553583,0,2,1.2469548909824888,1.2133069914960821,1.2713998373448026,1,1,0
-0.7988437230149381,0,0,0,0,1,2,0.5038200747164745,2,2,0.5223094071662502,1.2133069914960821,1.0505777603322841,1,0,1
-0.604188765191678,0,0,0,0,1,2,-0.10711135446728222,1,2,0.15998666525813077,0.2678331056496729,0.35130784979264246,1,0,1
-0.4095338073684177,0,0,0,0,1,2,1.1147515039002314,2,2,0.8846321490743695,1.745136052284687,1.492221914357321,1,0,1
-0.21487884954515754,0,0,0,0,1,2,-1.634439927426674,1,1,-1.2893043023743467,-2.1549437268317506,-1.599287163817937,1,1,0
-0.02022389172189734,0,0,0,0,1,2,-0.534763354895912,1,1,-2.376272528098705,0.5042015771112752,-0.2743547017428264,1,0,1
0.17443106610136286,0,0,0,0,1,0,-1.9399056420185525,2,1,-2.738595270006824,-1.1503777231199408,-1.415268766307505,1,1,0
0.36908602392462303,0,1,1,0,0,0,0.8092857893083529,3,2,0.6430836544689565,0.2678331056496729,0.4985225678009881,1,1,0
0.5637409817478832,0,0,0,0,1,0,0.8092857893083529,3,2,0.03921241795542431,0.799662166438278,0.6457372858093336,1,1,0
0.7583959395711435,0,0,0,0,1,0,1.175844646818607,3,2,0.8846321490743695,1.331491227226883,1.234596157842716,1,1,0
0.9530508973944036,0,0,0,0,1,0,1.1147515039002314,3,2,1.005406396377076,0.9769385200344798,1.0505777603322841,1,1,0
1.1477058552176638,0,0,0,0,1,0,0.7481926463899773,4,2,0.763857901771663,-0.5594565444659351,0.020074734273864834,1,0,1
-1.2854811175730887,0,0,0,0,1,2,0.0761680742878448,0,2,-0.2023360766499886,0.2678331056496729,0.24089681128638324,0,1,0
-1.0908261597498283,0,0,0,0,1,2,-1.3900673557531715,0,1,-2.738595270006824,-1.1503777231199408,-1.415268766307505,0,1,0
-0.8961712019265682,0,0,0,0,1,2,-0.534763354895912,0,0,0.15998666525813077,-0.44127230873513396,-1.3048577278012456,1,1,0
-0.701516244103308,0,0,0,0,1,2,-0.4736702119775363,0,0,0.15998666525813077,0.031464634188070606,-1.1208393302908137,1,0,1
-0.5068612862800478,0,0,0,0,1,2,1.1147515039002314,1,2,1.2469548909824888,1.1542148736306814,1.234596157842716,1,0,1
-0.31220632845678764,0,1,1,0,1,2,0.3205406459613475,2,2,0.5223094071662502,-0.6185486623313357,-0.09033630423239437,1,1,0
-1.3828085964847188,0,0,0,0,1,2,-0.4125770690591606,0,1,-1.2893043023743467,-1.3276540767161424,-1.0840356507887272,0,1,0
0.07710358718973276,0,1,1,1,0,0,-2.978489071630939,1,0,0.15998666525813077,-0.1458117194081311,-2.335360753859665,1,0,1
0.27175854501299296,0,0,0,0,1,0,0.19835436012459617,3,2,0.5223094071662502,-1.1503777231199408,-0.421569419751172,1,1,0
3.288910391273526,0,1,1,1,0,0,1.0536583609818557,4,2,0.8846321490743695,1.095122755765281,1.0873814398343704,1,0,1
0.6610684606595133,0,0,0,0,1,0,0.8703789322267286,4,2,0.5223094071662502,0.7405700485728774,0.7561483243155929,1,0,1
-0.9934986808381984,0,0,0,0,1,2,0.8092857893083529,0,2,0.15998666525813077,1.8042281701500877,1.3082035168468888,1,0,1
1.0503783763060337,0,0,0,0,1,0,1.0536583609818557,4,2,1.2469548909824888,0.4451094592458746,0.7929520038176793,1,1,0
-0.8961712019265682,0,0,0,0,1,2,-0.04601821154890655,0,2,0.5223094071662502,-0.5003644266005345,-0.01672894522822157,1,1,0
1.4396882919525542,0,0,0,0,1,0,0.2594475030429718,2,2,0.8846321490743695,-1.3867461945815431,-0.4583730992532584,1,1,0
-1.2854811175730887,0,0,0,0,1,2,-0.22929764030403357,0,1,-1.1685300550716402,-0.854917133792938,-0.7528025352699497,0,1,0
-1.1881536386614586,0,0,0,0,1,2,0.8092857893083529,0,2,0.8846321490743695,0.20874098778427233,0.5353262473030744,0,1,0
-0.9934986808381984,0,0,0,0,1,2,0.2594475030429718,0,2,0.6430836544689565,-1.3867461945815431,-0.5319804582574312,1,1,0
-0.7988437230149381,0,0,0,1,0,1,0.5038200747164745,2,2,0.5223094071662502,-0.08671960154273053,0.24089681128638324,1,0,1
-0.604188765191678,0,0,0,1,0,1,0.3816337888797232,2,2,0.15998666525813077,-0.1458117194081311,0.09368209327803764,1,0,1
-0.4095338073684177,0,1,1,1,1,1,0.7481926463899773,3,2,0.8846321490743695,-0.5003644266005345,0.09368209327803764,1,1,0
-0.21487884954515754,0,1,1,1,1,1,1.2980309326553583,3,2,0.8846321490743695,0.9769385200344798,1.0137740808301978,1,0,1
-0.02022389172189734,1,0,0,0,0,1,-0.4736702119775363,2,1,-1.2893043023743467,-1.4458383124469436,-1.1576430097929,1,1,0
0.17443106610136286,0,1,0,1,1,0,0.19835436012459617,2,2,-0.2023360766499886,-0.44127230873513396,-0.20074734273865358,1,0,1
0.36908602392462303,0,1,0,0,1,0,0.2594475030429718,3,2,0.03921241795542431,0.09055675205347118,0.20409313178429686,1,1,0
1.4396882919525542,0,1,0,1,0,0,-0.1682044973856579,3,1,-2.0139497861905853,-0.5594565444659351,-0.8264098942741225,1,0,1
0.7583959395711435,1,0,0,0,0,0,0.19835436012459617,2,2,-0.564658818558108,-1.5640225481777448,-1.0104282917845544,1,1,0
-0.4095338073684177,0,1,0,0,0,1,0.8092857893083529,3,2,0.5223094071662502,0.799662166438278,0.7929520038176793,1,0,1
-0.21487884954515754,0,1,1,0,0,1,1.175844646818607,3,2,0.6430836544689565,1.2133069914960821,1.0873814398343704,1,1,0
-0.02022389172189734,0,1,1,1,1,1,0.8092857893083529,3,2,0.8846321490743695,0.2678331056496729,0.5721299268051608,1,0,1
-0.4095338073684177,0,1,1,0,1,1,-2.5508370712023094,3,1,-0.9269815604662274,1.2133069914960821,0.6089336063072472,1,0,1
